Date,Open,High,Low,Close,Volume
2009-10-21,13.6983,13.9335,13.6754,13.7278,147356251
2009-10-22,13.7003,13.8249,13.6506,13.802,93798801
2009-10-23,13.8308,13.8966,13.7303,13.7925,96054951
2009-10-26,13.8438,13.9903,13.7223,13.805,119246720
2009-10-27,13.7243,13.8139,13.5549,13.6575,129126405
2009-10-28,13.6476,13.7003,13.4074,13.4587,103084341
2009-10-29,13.5259,13.7461,13.4762,13.7263,101269787
2009-10-30,13.7003,13.7043,13.3077,13.3546,139242946
2009-11-02,13.3785,13.4377,13.1583,13.3018,128548317
2009-11-03,13.2022,13.389,13.1598,13.3835,95553138
2009-11-04,13.4712,13.5882,13.362,13.4597,93646250
2009-11-05,13.5379,13.6943,13.5174,13.6664,74175923
2009-11-06,13.6436,13.7446,13.5882,13.7278,73332878
2009-11-09,13.8363,14.0137,13.806,14.0122,106380246
2009-11-10,14.0172,14.1682,13.9993,14.1178,89555475
2009-11-11,14.2105,14.2857,14.0954,14.2124,93124365
2009-11-12,14.1876,14.2707,14.0865,14.1447,75725521
2009-11-13,14.1806,14.2614,14.1138,14.2494,66913692
2009-11-16,14.3231,14.3729,14.2677,14.3549,88286892
2009-11-17,14.3201,14.3853,14.2912,14.3848,76945929
2009-11-18,14.3639,14.4172,14.2504,14.3639,62208698
2009-11-19,14.2922,14.2981,14.1985,14.2732,87034368
2009-11-20,14.1861,14.2384,14.1836,14.1975,80538907
2009-11-23,14.3599,14.6121,14.3445,14.5064,102269397
2009-11-24,14.5104,14.5543,14.3614,14.5244,64440760
2009-11-25,14.6071,14.6235,14.5149,14.5906,58659879
2009-11-27,14.2484,14.5089,14.2224,14.4416,55584772
2009-11-30,14.4636,14.5388,14.3759,14.5224,69254146
2009-12-01,14.6498,14.7271,14.5224,14.6938,93148452
2009-12-02,14.7216,14.7715,14.6026,14.635,66769170
2009-12-03,14.6728,14.733,14.5721,14.5906,57355167
2009-12-04,14.772,14.8173,14.4272,14.5721,100908482
2009-12-07,14.5523,14.6643,14.4725,14.6031,65685255
2009-12-08,14.5348,14.7132,14.4974,14.623,61180986
2009-12-09,14.6345,14.6803,14.5368,14.6723,71498252
2009-12-10,14.7077,14.8143,14.7067,14.734,66973910
2009-12-11,14.8133,14.8153,14.64,14.7097,69049406
2009-12-14,14.8302,14.8785,14.7615,14.8392,76813450
2009-12-15,14.779,14.8557,14.7216,14.775,91546667
2009-12-16,14.9109,14.9548,14.8622,14.89,112783374
2009-12-17,14.8572,14.887,14.7904,14.7948,105934636
2009-12-18,14.8472,14.9189,14.8212,14.8567,141772081
2009-12-21,14.886,14.9419,14.8377,14.9129,103220834
2009-12-22,14.9792,14.9832,14.9169,14.9737,75504723
2009-12-23,15.033,15.2666,15.0166,15.2368,83208549
2009-12-24,15.2676,15.432,15.2517,15.4061,34472514
2009-12-28,15.4854,15.5935,15.4061,15.5157,68162202
2009-12-29,15.5621,15.5646,15.4011,15.429,57198601
2009-12-30,15.4066,15.5118,15.3942,15.5118,58836517
2009-12-31,15.5626,15.5785,15.4435,15.4435,48968875
2010-01-04,15.6174,15.6812,15.5496,15.6124,78531656
2010-01-05,15.6228,15.6393,15.4824,15.5437,120623693
2010-01-06,15.59,15.59,15.1042,15.1516,159724927
2010-01-07,15.1799,15.1949,14.7625,14.7988,257502099
2010-01-08,14.7465,15.0265,14.6748,14.9961,189657042
2010-01-11,15.0569,15.0569,14.7973,14.9737,289561899
2010-01-12,14.887,14.9,14.6468,14.7087,194835748
2010-01-13,14.3599,14.6563,14.2957,14.624,260806033
2010-01-14,14.5448,14.8013,14.5174,14.6928,170218831
2010-01-15,14.78,14.7855,14.3988,14.4476,218168024
2010-01-19,14.4775,14.7072,14.3549,14.6375,173293938
2010-01-20,14.5966,14.5966,14.3301,14.4576,130499364
2010-01-21,14.5333,14.6175,14.2544,14.5219,253222642
2010-01-22,14.0615,14.2134,13.3232,13.7003,273002085
2010-01-25,13.6156,13.6973,13.3397,13.4512,177436903
2010-01-26,13.4004,13.6903,13.3586,13.5116,174851565
2010-01-27,13.4831,13.6416,13.3342,13.5036,159150854
2010-01-28,13.5629,13.6256,13.2171,13.3087,129632232
2010-01-29,13.4134,13.4762,13.0925,13.2007,166220389
2010-02-01,13.3167,13.3466,13.2097,13.2774,90358375
2010-02-02,13.3257,13.3257,13.1423,13.23,164441965
2010-02-03,13.1687,13.5036,13.1583,13.4717,120398881
2010-02-04,13.3765,13.4014,13.0915,13.122,135597780
2010-02-05,13.1623,13.2893,13.0143,13.234,126697632
2010-02-08,13.2644,13.5011,13.24,13.2888,108162684
2010-02-09,13.4397,13.4891,13.3287,13.3625,113192853
2010-02-10,13.3038,13.3964,13.1448,13.3132,107367813
2010-02-11,13.2849,13.4632,13.1897,13.3615,96749459
2010-02-12,13.2759,13.3805,13.2146,13.2799,91518565
2010-02-16,13.3735,13.5539,13.3092,13.4836,146705902
2010-02-17,13.512,13.5359,13.3925,13.4264,81482314
2010-02-18,13.39,13.5758,13.3551,13.5304,93814859
2010-02-19,13.4632,13.5509,13.4472,13.4802,102494209
2010-02-22,13.6306,13.6381,13.4876,13.5209,86094975
2010-02-23,13.5299,13.5419,13.2599,13.3287,115320538
2010-02-24,13.3117,13.4089,13.2151,13.239,93401366
2010-02-25,13.1215,13.1643,12.9531,13.113,132847847
2010-02-26,13.1275,13.245,12.9531,13.1225,82269156
2010-03-01,13.2042,13.2839,13.1463,13.2694,89840504
2010-03-02,13.3272,13.5922,13.3272,13.4777,174903753
2010-03-03,13.5071,13.6536,13.4328,13.5838,124023975
2010-03-04,13.6056,13.8528,13.6056,13.8149,127813663
2010-03-05,13.9838,14.1387,13.9485,14.054,157055284
2010-03-08,14.0685,14.0785,13.9793,14.0112,95802037
2010-03-09,13.9455,14.064,13.8628,13.9544,127524619
2010-03-10,14.043,14.4098,14.0067,14.3594,227015983
2010-03-11,14.3211,14.6001,14.3131,14.476,169945845
2010-03-12,14.6395,14.6468,14.4277,14.4332,110535254
2010-03-15,14.1074,14.1826,13.8498,14.0287,186830834
2010-03-16,13.9843,14.1587,13.9703,14.079,137757581
2010-03-17,14.1452,14.2334,14.056,14.088,133345645
2010-03-18,14.0665,14.1562,14.0232,14.1089,71345701
2010-03-19,14.1188,14.1487,13.8817,13.9504,192390917
2010-03-22,13.8453,14.1198,13.807,13.8872,160772712
2010-03-23,13.8872,13.9051,13.5026,13.6754,220849710
2010-03-24,13.5887,13.9445,13.4437,13.8832,263559980
2010-03-25,13.9345,14.2484,13.9161,14.0212,157805996
2010-03-26,14.067,14.1322,13.9534,14.0112,108238959
2010-03-29,14.0197,14.064,13.9638,14.0107,124630165
2010-03-30,14.0232,14.1397,13.9594,14.1163,79402803
2010-03-31,14.075,14.1915,14.0232,14.1237,121671478
2010-04-01,14.2194,14.2847,14.089,14.1687,84412900
2010-04-05,14.2299,14.3196,14.1737,14.2234,76335725
2010-04-06,14.1547,14.2194,14.084,14.1542,82702722
2010-04-07,14.1163,14.1652,13.9958,14.0376,103614255
2010-04-08,14.0322,14.1945,13.9534,14.1357,78182395
2010-04-09,14.1213,14.1677,14.049,14.1044,82562215
2010-04-12,14.1327,14.2981,14.1178,14.2662,94437107
2010-04-13,14.2289,14.6678,14.2264,14.616,157059299
2010-04-14,14.7465,14.755,14.5483,14.6718,136601405
2010-04-15,14.6718,14.892,14.6548,14.8287,271452488
2010-04-16,14.0242,14.1687,13.6913,13.7078,491194197
2010-04-19,13.6754,13.799,13.5758,13.7028,156324645
2010-04-20,13.8219,13.9395,13.7268,13.8259,119527735
2010-04-21,13.8682,13.9554,13.7551,13.8075,96006777
2010-04-22,13.7293,13.7601,13.5349,13.6271,131703714
2010-04-23,13.6506,13.6824,13.5081,13.5758,83878971
2010-04-26,13.5634,13.5669,13.1822,13.243,175385493
2010-04-27,13.1757,13.4064,13.1344,13.1787,154345497
2010-04-28,13.252,13.3182,12.979,13.1822,136737898
2010-04-29,13.2854,13.3635,13.1245,13.252,122799552
2010-04-30,13.234,13.393,13.0885,13.0885,97769142
2010-05-03,13.115,13.2749,13.0835,13.2171,74581388
2010-05-04,13.1155,13.1155,12.5594,12.6132,243933088
2010-05-05,12.4688,12.8464,12.4673,12.6979,183338218
2010-05-06,12.6731,12.8903,11.4585,12.422,200187077
2010-05-07,12.4549,12.5874,11.9896,12.284,204297925
2010-05-10,12.8061,13.0218,12.7737,12.9845,165718576
2010-05-11,12.8409,12.9481,12.6596,12.6801,133385790
2010-05-12,12.7453,12.7513,12.5047,12.5894,154630526
2010-05-13,12.8589,13.0023,12.7139,12.7259,133514254
2010-05-14,12.6801,12.7039,12.3612,12.6422,165236836
2010-05-17,12.6237,12.6626,12.414,12.6531,112157112
2010-05-18,12.7109,12.7279,12.387,12.414,113429708
2010-05-19,12.386,12.4409,12.1495,12.3163,138327640
2010-05-20,12.0817,12.0951,11.8027,11.8281,197244448
2010-05-21,11.6901,12.0813,11.571,11.7744,389037205
2010-05-24,12.1669,12.2008,11.8859,11.8859,174454129
2010-05-25,11.6468,11.8929,11.563,11.8839,121133535
2010-05-26,12.1808,12.1878,11.8351,11.8441,139527976
2010-05-27,12.0778,12.2576,11.9866,12.2172,112771330
2010-05-28,12.1768,12.1983,12.0324,12.0856,116211757
2010-06-01,12.1918,12.2317,11.9956,12.0154,107058696
2010-06-02,12.1216,12.3014,11.9946,12.2895,101081105
2010-06-03,12.3333,12.6541,12.3268,12.5789,146557366
2010-06-04,12.4524,12.685,12.3727,12.4349,157380459
2010-06-07,12.4315,12.4653,12.0354,12.0941,145834756
2010-06-08,12.152,12.1768,11.8959,12.0758,107323653
2010-06-09,12.137,12.1728,11.7589,11.8077,109555716
2010-06-10,11.9656,12.1684,11.8531,12.1241,103489805
2010-06-11,12.0189,12.1738,11.9971,12.1684,71526353
2010-06-14,12.2994,12.3178,12.0364,12.0364,81911866
2010-06-15,12.0364,12.399,12.0184,12.396,171001659
2010-06-16,12.3592,12.5545,12.3582,12.4867,91903957
2010-06-17,12.5405,12.6014,12.3722,12.4569,79378716
2010-06-18,12.5177,12.5415,12.408,12.4559,115332582
2010-06-21,12.4504,12.4777,12.0783,12.1699,119772619
2010-06-22,12.2033,12.3692,12.0991,12.1051,89109865
2010-06-23,12.0981,12.1041,11.9128,12.0074,81458227
2010-06-24,11.9208,12.0254,11.7912,11.8346,76018579
2010-06-25,11.8834,11.8839,11.7215,11.7744,90133563
2010-06-28,11.7714,11.8939,11.6852,11.7604,70747540
2010-06-29,11.5452,11.57,11.2373,11.3155,140591818
2010-06-30,11.2916,11.4007,11.0789,11.0838,144650478
2010-07-01,11.0903,11.1676,10.8018,10.9474,141053486
2010-07-02,11.0006,11.0166,10.8607,10.8746,77720727
2010-07-06,11.0599,11.1496,10.8018,10.8627,102775224
2010-07-07,10.9189,11.2413,10.8477,11.2084,125641819
2010-07-08,11.2971,11.3897,11.2034,11.3728,107143001
2010-07-09,11.7574,11.7847,11.5307,11.6443,173888085
2010-07-12,11.7664,11.9387,11.7359,11.8531,133859501
2010-07-13,12.0124,12.2795,11.9656,12.1858,159628579
2010-07-14,12.2028,12.2985,12.1176,12.2426,125172122
2010-07-15,12.2486,12.3188,12.0274,12.3059,194506559
2010-07-16,11.6842,11.7215,11.4465,11.4555,314126627
2010-07-19,11.4833,11.6951,11.3977,11.6124,182671811
2010-07-20,11.4843,12.0314,11.4764,11.9966,162767918
2010-07-21,12.0563,12.0971,11.8441,11.8944,131659555
2010-07-22,12.0284,12.1758,12.0184,12.0763,86219425
2010-07-23,11.9756,12.2207,11.9676,12.2073,0
2010-07-26,12.1828,12.2152,12.0783,12.1798,80097312
2010-07-27,12.2202,12.3925,12.2098,12.2715,98403433
2010-07-28,12.3288,12.3363,12.0234,12.0653,99265387
2010-07-29,12.1051,12.1778,11.9397,12.0813,101614672
2010-07-30,11.9477,12.14,11.9352,12.0773,78956270
2010-08-02,12.1808,12.2875,12.1295,12.2157,74786128
2010-08-03,12.2182,12.267,12.125,12.2018,72384854
2010-08-04,12.26,12.6292,12.2317,12.6122,153101804
2010-08-05,12.6014,12.6691,12.5435,12.6566,97166405
2010-08-06,12.5894,12.5979,12.3562,12.4603,130505587
2010-08-09,12.5107,12.5919,12.4887,12.5884,75128805
2010-08-10,12.5137,12.6044,12.419,12.5475,83254997
2010-08-11,12.398,12.405,12.2431,12.2491,88293436
2010-08-12,12.0548,12.3243,12.0194,12.2556,87291617
2010-08-13,12.1808,12.2356,12.1061,12.1151,75445750
2010-08-16,12.0483,12.2028,11.9691,12.0961,52436882
2010-08-17,12.1689,12.3228,12.1071,12.2187,75355103
2010-08-18,12.2167,12.2277,11.9956,12.0104,107267731
2010-08-19,11.9816,12.0194,11.6388,11.6567,157553203
2010-08-20,11.6567,11.7474,11.4838,11.5088,153613171
2010-08-23,11.4958,11.6637,11.4017,11.5601,119286463
2010-08-24,11.4012,11.4176,11.2323,11.2443,110597519
2010-08-25,11.2094,11.4037,11.2094,11.3245,104056011
2010-08-26,11.3603,11.3902,11.2203,11.2338,71422418
2010-08-27,11.2731,11.4585,11.1506,11.4295,90284909
2010-08-30,11.4375,11.4525,11.2696,11.2761,49542347
2010-08-31,11.2123,11.3309,11.1596,11.2099,78154213
2010-09-01,11.3334,11.5815,11.2716,11.4665,129564668
2010-09-02,11.5292,11.569,11.4665,11.5377,67659747
2010-09-03,11.7205,11.7544,11.6438,11.715,98120251
2010-09-07,11.5705,11.6478,11.5337,11.568,68666383
2010-09-08,11.588,11.7699,11.571,11.722,96702409
2010-09-09,11.9029,11.9666,11.722,11.8615,97765088
2010-09-10,11.9322,11.9516,11.8341,11.8605,77333208
2010-09-13,11.9791,12.0653,11.9447,12.0134,89961300
2010-09-14,12.0064,12.0753,11.9586,11.9676,88989631
2010-09-15,11.9556,12.0035,11.9193,11.9726,96490323
2010-09-16,11.9556,12.0174,11.9417,11.9831,79181724
2010-09-17,12.0503,12.2356,11.9861,12.2098,193865965
2010-09-20,12.268,12.7139,12.2571,12.6611,177163796
2010-09-21,12.6959,12.9526,12.6771,12.7901,179318660
2010-09-22,12.7752,12.8978,12.7458,12.8534,101879148
2010-09-23,12.8186,12.9456,12.7363,12.7906,93035524
2010-09-24,12.9963,13.1483,12.9096,13.1344,129983461
2010-09-27,13.1732,13.3725,13.1732,13.2121,124612501
2010-09-28,13.2888,13.2918,12.9146,13.1315,146716782
2010-09-29,13.1483,13.2754,13.0706,13.1448,87270341
2010-09-30,13.1812,13.249,12.9261,13.0975,130249060
2010-10-01,13.2022,13.2176,13.0278,13.093,86626013
2010-10-04,13.0766,13.1583,12.9241,13.0118,77893110
2010-10-05,13.1618,13.4512,13.116,13.4074,140670583
2010-10-06,13.4328,13.4502,13.2007,13.3107,111068781
2010-10-07,13.3566,13.3815,13.1807,13.2022,96258486
2010-10-08,13.2709,13.3915,13.1428,13.3606,111819974
2010-10-11,13.4134,13.5659,13.3805,13.4224,105590915
2010-10-12,13.4542,13.6007,13.3964,13.4861,150679696
2010-10-13,13.6256,13.6376,13.5096,13.5334,122737850
2010-10-14,13.5554,13.5818,13.3795,13.4742,265800995
2010-10-15,14.9279,14.9867,14.7365,14.9822,550978538
2010-10-18,14.9593,15.4365,14.9593,15.3873,285183404
2010-10-19,15.1661,15.315,15.0171,15.1411,184187847
2010-10-20,15.1486,15.3788,15.1327,15.1446,141582436
2010-10-21,15.2328,15.3443,15.0952,15.2447,117243765
2010-10-22,15.2428,15.315,15.1959,15.2576,86109468
2010-10-25,15.3344,15.5621,15.3184,15.3568,126797955
2010-10-26,15.2721,15.4749,15.2209,15.4091,100884676
2010-10-27,15.3384,15.444,15.2532,15.3563,89909032
2010-10-28,15.445,15.4689,15.2771,15.4086,87699531
2010-10-29,15.3713,15.4191,15.2696,15.2871,88628888
2010-11-01,15.3374,15.4605,15.2249,15.3194,123984512
2010-11-02,15.4106,15.444,15.3091,15.3344,80250344
2010-11-03,15.3818,15.4898,15.2821,15.4485,135697460
2010-11-04,15.5596,15.6911,15.4963,15.5506,143364754
2010-11-05,15.5232,15.5805,15.4719,15.5706,68678667
2010-11-08,15.5441,15.6802,15.5217,15.6124,84300694
2010-11-09,15.6931,15.714,15.457,15.5641,89907787
2010-11-10,15.4958,15.5187,15.3823,15.5157,100321883
2010-11-11,15.4365,15.44,15.2996,15.3743,90792182
2010-11-12,15.2946,15.3668,14.9842,15.0275,123272019
2010-11-15,15.0225,15.0455,14.7973,14.8332,139705416
2010-11-16,14.7655,14.893,14.5338,14.5403,132670727
2010-11-17,14.5721,14.6843,14.4815,14.5358,97775244
2010-11-18,14.6718,14.9453,14.6608,14.8602,103866566
2010-11-19,14.8711,14.893,14.7052,14.7176,89740021
2010-11-22,14.634,14.7825,14.5164,14.7271,87698969
2010-11-23,14.622,14.6718,14.4028,14.5224,86982220
2010-11-24,14.6295,14.8612,14.623,14.8202,96350498
2010-11-26,14.7082,14.771,14.622,14.6968,50868617
2010-11-29,14.6758,14.6918,14.4466,14.5004,114800781
2010-11-30,14.3061,14.3061,13.7825,13.8428,285662735
2010-12-01,14.0242,14.2379,14.0092,14.058,150832367
2010-12-02,14.1652,14.2817,14.083,14.2439,102382727
2010-12-03,14.1851,14.3599,14.1487,14.2732,92817096
2010-12-06,14.4621,14.4974,14.3629,14.4068,84103101
2010-12-07,14.7286,14.7715,14.5971,14.6255,122164057
2010-12-08,14.7455,14.7595,14.5398,14.7102,70539830
2010-12-09,14.7933,14.8357,14.6718,14.734,75025874
2010-12-10,14.775,14.7963,14.7037,14.7515,67033324
2010-12-13,14.8741,15.0205,14.7983,14.8118,96399315
2010-12-14,14.8731,14.903,14.7585,14.8192,65968398
2010-12-15,14.7555,14.8577,14.6758,14.7042,87035613
2010-12-16,14.7675,14.7904,14.6488,14.7395,64104345
2010-12-17,14.7216,14.7605,14.6385,14.7166,89377512
2010-12-20,14.8013,14.893,14.6633,14.8227,79162013
2010-12-21,14.9104,15.0634,14.886,15.0225,75532343
2010-12-22,15.0455,15.1202,15.0275,15.0823,48475293
2010-12-23,15.0789,15.0952,14.9966,15.0515,44608807
2010-12-27,15.0141,15.04,14.9334,15.0051,48500303
2010-12-28,14.9966,15.0425,14.896,14.9189,42744232
2010-12-29,14.9956,15.0056,14.9189,14.9707,40936583
2010-12-30,14.896,14.9792,14.881,14.9174,39722638
2010-12-31,14.8522,14.891,14.7475,14.7953,53560781
2011-01-03,14.8582,15.0853,14.8582,15.0544,94907486
2011-01-04,15.0858,15.0997,14.9488,14.9986,73244519
2011-01-05,14.9478,15.2034,14.9468,15.1719,101164286
2011-01-06,15.2119,15.4046,15.1959,15.2821,82607699
2011-01-07,15.3423,15.4002,15.1979,15.3553,76100154
2011-01-10,15.3145,15.3294,15.1591,15.2996,63448375
2011-01-11,15.3873,15.4141,15.3071,15.3443,57848589
2011-01-12,15.428,15.428,15.3135,15.3663,65544667
2011-01-13,15.3683,15.4355,15.2986,15.3618,53551307
2011-01-14,15.3793,15.5506,15.3713,15.5481,83999888
2011-01-18,15.6109,15.9921,15.5755,15.9332,145252212
2011-01-19,15.9951,16.0159,15.6847,15.737,136877442
2011-01-20,15.748,15.7947,15.5257,15.6124,219774667
2011-01-21,15.9317,15.9851,15.2288,15.2408,322624562
2011-01-24,15.1332,15.2566,14.9767,15.2219,184501741
2011-01-25,15.1501,15.4615,15.1082,15.442,146414610
2011-01-26,15.4525,15.5058,15.3264,15.3568,81934708
2011-01-27,15.3913,15.4365,15.2756,15.3643,81069905
2011-01-28,15.4211,15.453,14.9399,14.9707,155243621
2011-01-31,15.0355,15.0574,14.8347,14.9548,112786144
2011-02-01,15.0574,15.2786,15.0235,15.2209,110099560
2011-02-02,15.2199,15.3031,15.1332,15.2447,70681502
2011-02-03,15.1819,15.2313,15.0982,15.1989,60116099
2011-02-04,15.1989,15.2308,15.1102,15.2194,54155971
2011-02-07,15.1989,15.4041,15.1749,15.3016,72333589
2011-02-08,15.3175,15.435,15.3076,15.4036,68044617
2011-02-09,15.3628,15.4305,15.2532,15.3568,73933006
2011-02-10,15.2921,15.3818,15.2338,15.3553,93783426
2011-02-11,15.2896,15.5686,15.2696,15.5561,97743008
2011-02-14,15.5272,15.6842,15.445,15.6473,85574254
2011-02-15,15.6263,15.695,15.5212,15.5476,83979895
2011-02-16,15.583,15.6059,15.4963,15.5491,67723136
2011-02-17,15.4699,15.6243,15.451,15.575,59362537
2011-02-18,15.5935,15.7225,15.5481,15.695,108872809
2011-02-22,15.4515,15.5666,15.1391,15.1999,146190681
2011-02-23,15.2009,15.3121,15.0455,15.2278,116094454
2011-02-24,15.2298,15.2716,14.9797,15.1656,108868313
2011-02-25,15.2323,15.3126,15.1824,15.1959,77575402
2011-02-28,15.1939,15.3563,15.1451,15.2796,91679868
2011-03-01,15.3888,15.4246,14.9284,14.9647,133307909
2011-03-02,14.9478,15.0952,14.8262,14.9657,81359270
2011-03-03,15.1047,15.2318,15.0704,15.1839,78248032
2011-03-04,15.1536,15.1694,14.9508,14.9613,120881103
2011-03-07,15.019,15.038,14.622,14.738,138931341
2011-03-08,14.7695,14.8955,14.7018,14.754,91811423
2011-03-09,14.7216,14.8093,14.5911,14.7405,86351542
2011-03-10,14.5831,14.6126,14.4342,14.4551,125594086
2011-03-11,14.4033,14.4476,14.2817,14.3659,121719692
2011-03-14,14.2682,14.4048,14.1492,14.1985,112966796
2011-03-15,13.8782,14.2234,13.8373,14.1876,160900413
2011-03-16,14.1487,14.1935,13.7323,13.8772,152579598
2011-03-17,14.061,14.1737,13.9629,13.9833,116404212
2011-03-18,14.065,14.1487,13.943,13.9758,132572854
2011-03-21,14.1821,14.4426,14.1742,14.3604,121308446
2011-03-22,14.3853,14.4287,14.2614,14.3809,75761049
2011-03-23,14.3281,14.5089,14.2484,14.5014,72909911
2011-03-24,14.5881,14.6568,14.4177,14.619,84223335
2011-03-25,14.5991,14.62,14.4287,14.4411,114737552
2011-03-28,14.4994,14.5721,14.3161,14.3321,88984211
2011-03-29,14.348,14.4944,14.2732,14.4904,64438271
2011-03-30,14.5696,14.5846,14.4621,14.4934,57095228
2011-03-31,14.5398,14.6508,14.4909,14.616,76123317
2011-04-01,14.6723,14.8262,14.6658,14.7415,104905559
2011-04-04,14.7655,14.8148,14.5249,14.639,82486622
2011-04-05,14.4745,14.4845,14.091,14.1757,242788955
2011-04-06,14.2539,14.3271,14.1487,14.3026,107118312
2011-04-07,14.341,14.4636,14.3031,14.4476,101626154
2011-04-08,14.5691,14.5691,14.3993,14.4018,76379121
2011-04-11,14.353,14.4003,14.2732,14.3819,74604752
2011-04-12,14.3231,14.3709,14.1497,14.2134,83602693
2011-04-13,14.3361,14.3878,14.2424,14.3549,83116698
2011-04-14,14.3386,14.4342,14.2509,14.4108,218390186
2011-04-15,13.5788,13.5947,13.2037,13.2195,563888569
2011-04-18,13.113,13.1438,12.9281,13.1235,202327046
2011-04-19,13.2012,13.224,12.9755,12.9909,107801178
2011-04-20,13.1,13.123,12.9879,13.0955,121655420
2011-04-21,13.1393,13.1593,13.0128,13.0801,98725236
2011-04-25,13.087,13.1275,13.0028,13.0786,65477826
2011-04-26,13.1155,13.3875,13.0825,13.2724,141924753
2011-04-27,13.3984,13.4044,13.3107,13.3954,92272207
2011-04-28,13.4029,13.4323,13.3038,13.4004,81662927
2011-04-29,13.4512,13.5534,13.4144,13.5534,169725730
2011-05-02,13.5828,13.5937,13.3795,13.4154,85668314
2011-05-03,13.3795,13.5011,13.1932,13.2988,83393257
2011-05-04,13.3307,13.4264,13.2774,13.3466,84958872
2011-05-05,13.2888,13.4367,13.2395,13.3087,80064754
2011-05-06,13.4054,13.4876,13.3312,13.3342,82545595
2011-05-09,13.3352,13.4134,13.2295,13.3935,78227317
2011-05-10,13.4512,13.5614,13.39,13.5174,81950204
2011-05-11,13.4547,13.5394,13.2943,13.3382,93755686
2011-05-12,13.3327,13.375,13.225,13.3277,58068584
2011-05-13,13.3182,13.3496,13.1782,13.1907,84476128
2011-05-16,13.11,13.1344,12.8634,12.9136,118755104
2011-05-17,12.8295,13.2325,12.8295,13.2136,132658122
2011-05-18,13.1907,13.2106,13.095,13.1972,78455100
2011-05-19,13.2739,13.365,13.1952,13.233,99131503
2011-05-20,13.247,13.2485,13.0308,13.0537,75389507
2011-05-23,12.8684,12.9531,12.7886,12.9131,90432161
2011-05-24,12.964,13.0517,12.9072,12.9096,75815365
2011-05-25,12.8993,13.0218,12.8843,12.9446,52251412
2011-05-26,12.8958,13.0058,12.8285,12.9063,85055581
2011-05-27,12.9151,12.9978,12.8609,12.9755,70093297
2011-05-31,13.083,13.1782,13.0403,13.1777,107882070
2011-06-01,13.1533,13.2819,13.085,13.0925,118519292
2011-06-02,13.1418,13.2097,13.0148,13.1538,88496530
2011-06-03,13.0028,13.1423,12.9904,13.0298,69686187
2011-06-06,13.0413,13.123,12.9341,12.9795,77965130
2011-06-07,13.0203,13.0686,12.9281,12.9291,76576956
2011-06-08,12.8669,12.984,12.8479,12.9321,66326050
2011-06-09,12.9531,12.9531,12.8444,12.8713,67808364
2011-06-10,12.8056,12.8708,12.686,12.692,97520243
2011-06-13,12.7039,12.7089,12.5087,12.5724,97440274
2011-06-14,12.6581,12.8056,12.6292,12.6631,93997961
2011-06-15,12.5804,12.6631,12.4698,12.5286,83208108
2011-06-16,12.5246,12.6182,12.3722,12.4638,110680418
2011-06-17,12.6087,12.6212,12.0763,12.0817,208874014
2011-06-20,12.0813,12.1121,11.9377,12.0708,121584724
2011-06-21,12.136,12.3039,12.0743,12.2805,111015267
2011-06-22,12.2416,12.2645,12.1241,12.131,96664031
2011-06-23,12.0069,12.0279,11.8002,11.9621,192788433
2011-06-24,11.9746,11.9756,11.7827,11.8291,152679519
2011-06-27,11.8072,12.1659,11.7972,12.0264,138284805
2011-06-28,12.0803,12.3602,12.0568,12.2965,109068516
2011-06-29,12.3542,12.4608,12.265,12.394,94056532
2011-06-30,12.5047,12.6212,12.4922,12.6137,97484916
2011-07-01,12.6227,12.9825,12.6137,12.979,145993007
2011-07-05,13.085,13.3367,13.085,13.2629,154540240
2011-07-06,13.2893,13.4144,13.2779,13.3357,108214110
2011-07-07,13.4762,13.7173,13.3486,13.6156,144434418
2011-07-08,13.2759,13.3925,13.1344,13.252,191494479
2011-07-11,13.1568,13.3511,13.09,13.1344,113691735
2011-07-12,13.1563,13.4367,13.1025,13.3018,114057938
2011-07-13,13.3765,13.5509,13.3635,13.4079,111955223
2011-07-14,13.4293,13.5011,13.1205,13.1757,265536359
2011-07-15,14.8835,14.9518,14.6508,14.8865,551371638
2011-07-18,14.7585,14.9966,14.7465,14.8197,179409508
2011-07-19,14.8497,15.0624,14.8342,15.0091,118797778
2011-07-20,15.0001,15.0166,14.8302,14.8302,89462980
2011-07-21,14.7973,15.1466,14.7963,15.1202,139285098
2011-07-22,15.0803,15.4315,15.0524,15.4002,141742816
2011-07-25,15.2786,15.5785,15.2696,15.4186,125732225
2011-07-26,15.3952,15.6308,15.3748,15.5068,94066569
2011-07-27,15.3738,15.468,15.0644,15.1257,157946142
2011-07-28,15.0754,15.3438,15.0205,15.2184,124807405
2011-07-29,15.0515,15.3184,15.038,15.038,166099994
2011-08-01,15.2204,15.3319,14.9254,15.1142,159239895
2011-08-02,15.0952,15.1864,14.736,14.7565,128512307
2011-08-03,14.8033,15.0205,14.5383,14.9747,153583143
2011-08-04,14.8212,14.9169,14.3848,14.3858,196449577
2011-08-05,14.5109,14.6968,13.9993,14.4237,203609478
2011-08-08,14.0043,14.1737,13.5599,13.6012,300826306
2011-08-09,13.9743,14.3131,13.4762,14.2832,259735366
2011-08-10,13.9838,14.052,13.6436,13.6754,215669560
2011-08-11,13.8,14.1612,13.6605,14.0023,193969378
2011-08-12,14.1861,14.2109,13.9594,14.043,126667564
