Date,open,high,low,close,volume,dividends,stock splits
2024-11-07 00:00:00-05:00,112.092012119017,113.38661020886273,110.90696489280195,112.93848419189453,13569800,0.0,0.0
2024-11-08 00:00:00-05:00,111.67374579370625,113.824768632914,110.11027381430314,111.43474578857422,13045700,0.0,0.0
2024-11-11 00:00:00-05:00,110.4886899666685,111.04636676970823,106.32606923226149,108.19825744628906,14479700,0.0,0.0
2024-11-12 00:00:00-05:00,104.56343482529162,104.65305697968726,101.64561676864085,103.66717529296875,21859700,0.0,0.0
2024-11-13 00:00:00-05:00,102.37258526083885,102.91033338422245,99.40497204411868,99.50455474853516,18416200,0.0,0.0
2024-11-14 00:00:00-05:00,100.868859219526,101.86470143798593,98.15020662015422,98.76763153076172,18459700,0.0,0.0
2024-11-15 00:00:00-05:00,97.14441366396382,97.79170504257738,95.24235133647016,95.93943786621094,18518300,0.0,0.0
2024-11-18 00:00:00-05:00,96.1485760543922,97.66225299089055,95.1328126647842,97.10458374023438,14236400,0.0,0.0
2024-11-19 00:00:00-05:00,96.59670122572273,97.77179542082918,96.10874063553935,97.32366943359375,14160300,0.0,0.0
2024-11-20 00:00:00-05:00,97.57262828972299,98.12033697586996,96.1286524495024,97.96100616455078,10490600,0.0,0.0
2024-11-21 00:00:00-05:00,99.68380446725321,102.86054357281284,97.65228543152597,102.33274841308594,18915200,0.0,0.0
2024-11-22 00:00:00-05:00,101.93440698011254,103.27879241449162,101.2273599382935,102.21324157714844,12063700,0.0,0.0
2024-11-25 00:00:00-05:00,103.41822299890535,105.9576239438201,103.37838839454376,104.04560852050781,22837900,0.0,0.0
2024-11-26 00:00:00-05:00,103.56758931375172,104.28459691693615,99.89292914626803,101.37673950195312,19275700,0.0,0.0
2024-11-27 00:00:00-05:00,100.52032324652868,100.61990595605603,96.23819835778934,97.79170989990234,17046400,0.0,0.0
2024-11-29 00:00:00-05:00,96.83570039620126,97.79170806554386,95.70044081400232,97.5427474975586,13729400,0.0,0.0
2024-12-02 00:00:00-05:00,97.19420407355837,99.67384919955815,97.12449541853584,98.1402587890625,16525600,0.0,0.0
2024-12-03 00:00:00-05:00,100.69957309875389,103.24892687923483,99.21576264581665,99.42488861083984,23479700,0.0,0.0
2024-12-04 00:00:00-05:00,100.35101531651259,102.98004571870732,99.38505476296497,102.77091217041016,16306200,0.0,0.0
2024-12-05 00:00:00-05:00,103.44808690670388,103.81655126265454,100.19168619568603,100.45060729980469,13448900,0.0,0.0
2024-12-06 00:00:00-05:00,100.46055635761775,101.76511477950261,99.61409202436819,100.74935150146484,12381000,0.0,0.0
2024-12-09 00:00:00-05:00,100.23151846162102,104.06550939342307,99.95268386260604,102.39249420166016,14141900,0.0,0.0
2024-12-10 00:00:00-05:00,104.52360187041845,104.56343647222391,96.86557252038769,97.69212341308594,23548500,0.0,0.0
2024-12-11 00:00:00-05:00,99.08630451885027,102.23316969618145,97.89129685015463,101.63565826416016,15248400,0.0,0.0
2024-12-12 00:00:00-05:00,100.97840032983363,101.5559906277325,97.35353533932906,97.83153533935547,19334900,0.0,0.0
2024-12-13 00:00:00-05:00,100.35102673246888,102.77092386165452,99.25560170558121,102.07383728027344,23926000,0.0,0.0
2024-12-16 00:00:00-05:00,105.17089221734753,110.66793765464445,104.10534139899138,107.80987548828125,42741200,0.0,0.0
2024-12-17 00:00:00-05:00,109.2936804269988,110.0306015207527,107.2322873962006,108.1484603881836,35811500,0.0,0.0
2024-12-18 00:00:00-05:00,109.79160663444502,111.57416515048017,102.30287635482694,103.46800994873047,63024300,0.0,0.0
2024-12-19 00:00:00-05:00,89.70547143288738,90.62164447668255,84.25821312618872,86.72789764404297,91396800,0.0,0.0
2024-12-20 00:00:00-05:00,85.05488452140867,89.87475704163379,83.19265690350011,89.74530029296875,49578400,0.0,0.0
2024-12-23 00:00:00-05:00,89.62580422422869,90.72122920076788,88.03245811311044,89.34696960449219,26041500,0.0,0.0
2024-12-24 00:00:00-05:00,89.20755394311107,89.32705015510716,87.86316837443914,88.90879821777344,13021300,0.0,0.0
2024-12-26 00:00:00-05:00,88.13202950983901,90.25317053576114,87.73369113376285,89.44654083251953,14468200,0.0,0.0
2024-12-27 00:00:00-05:00,88.62996187196407,89.11792245604539,87.2158676745272,88.2614974975586,19422600,0.0,0.0
2024-12-30 00:00:00-05:00,86.74087047285695,86.80070381423883,84.33777633735426,85.06568145751953,22022900,0.115,0.0
2024-12-31 00:00:00-05:00,85.19530879049012,86.1525585107991,83.84916900149683,83.91897583007812,18691500,0.0,0.0
2025-01-02 00:00:00-05:00,84.73662677114156,87.3989782583646,84.49730863635818,87.07989501953125,18860000,0.0,0.0
2025-01-03 00:00:00-05:00,87.69811053894263,89.94166659987965,87.25937586015608,89.61261749267578,17484600,0.0,0.0
2025-01-06 00:00:00-05:00,95.29628892614629,101.22924518961779,95.2065503361567,98.97572326660156,42903300,0.0,0.0
2025-01-07 00:00:00-05:00,103.1138452885745,106.43430264049363,100.87028911718735,101.6181411743164,53570000,0.0,0.0
2025-01-08 00:00:00-05:00,102.52553538339666,103.18364887312245,98.01848347582049,99.12530517578125,33516900,0.0,0.0
2025-01-10 00:00:00-05:00,97.83898903222469,100.49136688980292,96.59256900708317,99.05548858642578,20512600,0.0,0.0
2025-01-13 00:00:00-05:00,95.56551514400982,95.7250605632365,92.61399335621535,94.78775024414062,22699100,0.0,0.0
2025-01-14 00:00:00-05:00,96.77205177365904,97.13102134200528,95.10682887311916,97.08116149902344,18613400,0.0,0.0
2025-01-15 00:00:00-05:00,99.15521742378242,103.6323564370957,99.06547121776819,102.89447784423828,27568100,0.0,0.0
2025-01-16 00:00:00-05:00,104.02122748540387,104.4998561139642,101.57824732208731,102.30615234375,16243800,0.0,0.0
2025-01-17 00:00:00-05:00,104.34031431548777,105.57676087140247,102.2064438046575,105.44713592529297,18908900,0.0,0.0
2025-01-21 00:00:00-05:00,105.12806481516574,109.92428727212241,104.92864062777333,109.0667495727539,23533600,0.0,0.0
2025-01-22 00:00:00-05:00,108.85734195617712,110.35304604771308,107.4513840660564,108.91717529296875,20004300,0.0,0.0
2025-01-23 00:00:00-05:00,104.48988165157972,105.87590007367339,103.05400338680313,104.53973388671875,22677600,0.0,0.0
2025-01-24 00:00:00-05:00,105.19785982882475,105.41723099069866,102.42582265433397,102.89447784423828,19743800,0.0,0.0
2025-01-27 00:00:00-05:00,94.58832793985627,95.82477453302818,88.10694350328508,90.84906768798828,50696200,0.0,0.0
2025-01-28 00:00:00-05:00,92.34477506295273,93.18236573744781,87.7878633787395,87.99726104736328,34793600,0.0,0.0
2025-01-29 00:00:00-05:00,89.62258466396342,90.1909519032701,87.5086611249849,88.75508117675781,25342800,0.0,0.0
2025-01-30 00:00:00-05:00,90.40035785512899,92.89319797766119,90.04138826888081,92.2350845336914,22497100,0.0,0.0
2025-01-31 00:00:00-05:00,91.38752053332665,94.00001211633638,90.87897901755109,90.97869110107422,20492100,0.0,0.0
2025-02-03 00:00:00-05:00,88.39610857450747,91.13823259476406,87.7679080210387,89.66246795654297,18607900,0.0,0.0
2025-02-04 00:00:00-05:00,88.79497041990987,91.18809091112908,88.54568640144583,90.40036010742188,12827500,0.0,0.0
2025-02-05 00:00:00-05:00,90.13112628396114,93.38179191301988,89.96161498252609,93.3319320678711,15660000,0.0,0.0
2025-02-06 00:00:00-05:00,94.60826393210412,96.33331261395686,93.31199165565187,94.26924133300781,16141100,0.0,0.0
2025-02-07 00:00:00-05:00,95.31623067609024,95.65526088655267,91.3276865050384,92.03565979003906,15602800,0.0,0.0
2025-02-10 00:00:00-05:00,92.92310762899547,95.9843148893183,92.90316064848008,95.65525817871094,16217900,0.0,0.0
2025-02-11 00:00:00-05:00,93.98007343778661,95.56551611790091,93.29204712356263,93.81056213378906,12124000,0.0,0.0
2025-02-12 00:00:00-05:00,89.34338239623025,92.3746766920588,87.09982643847452,91.41742706298828,22874700,0.0,0.0
2025-02-13 00:00:00-05:00,91.79633646764866,95.79485390296702,91.75645011528998,95.38603210449219,16579900,0.0,0.0
2025-02-14 00:00:00-05:00,98.1281636902896,100.41159858175506,97.71933425250981,99.23497772216797,21284500,0.0,0.0
2025-02-18 00:00:00-05:00,102.3460451824805,107.57103603702588,101.75773855529494,106.48416137695312,29641900,0.0,0.0
2025-02-19 00:00:00-05:00,105.45711107502915,106.88301593484559,103.32324053062474,104.06111907958984,17875900,0.0,0.0
2025-02-20 00:00:00-05:00,103.6822104842713,104.54971398444798,102.04690035295309,102.8844985961914,14488000,0.0,0.0
2025-02-21 00:00:00-05:00,103.34317896561386,103.36312594671365,97.47004827653176,98.55692291259766,18650800,0.0,0.0
2025-02-24 00:00:00-05:00,99.93297899992491,100.41160005735817,95.00712433794506,95.13675689697266,14883700,0.0,0.0
2025-02-25 00:00:00-05:00,95.22649484406146,95.65526365917944,92.49434413781027,92.9530258178711,18608200,0.0,0.0
2025-02-26 00:00:00-05:00,95.72506632091947,99.43441385806226,95.22649826716467,97.43016815185547,21335200,0.0,0.0
2025-02-27 00:00:00-05:00,97.55978526126154,99.60391716028298,91.22797300929525,91.5570297241211,22386300,0.0,0.0
2025-02-28 00:00:00-05:00,90.73938181449871,94.18947168267212,89.6126208010127,93.36184692382812,23359100,0.0,0.0
2025-03-03 00:00:00-05:00,95.53561249823345,95.92449498976274,89.1340002141643,90.28070831298828,20281800,0.0,0.0
2025-03-04 00:00:00-05:00,89.94167612319625,93.32196700432065,86.55141935817758,90.93881225585938,23611500,0.0,0.0
2025-03-05 00:00:00-05:00,91.88609369032415,94.7777899192619,90.1710183707799,94.06981658935547,14010300,0.0,0.0
2025-03-06 00:00:00-05:00,90.66957742627046,93.02281901153566,88.7750174913476,89.01432800292969,18708100,0.0,0.0
2025-03-07 00:00:00-05:00,90.0314123788119,93.07267268272062,89.23370051784403,92.69376373291016,19133900,0.0,0.0
2025-03-10 00:00:00-04:00,89.33341828069707,91.10832690386775,85.514392853582,86.83061218261719,21897900,0.0,0.0
2025-03-11 00:00:00-04:00,87.64825968067696,90.83909197451179,85.82349889660378,88.79496765136719,21962100,0.0,0.0
2025-03-12 00:00:00-04:00,92.2051694922635,96.71222098006092,91.97582485908634,95.3660888671875,23584700,0.0,0.0
2025-03-13 00:00:00-04:00,93.98007574474046,97.83899512146336,93.73079172419737,94.60826873779297,18824700,0.0,0.0
2025-03-14 00:00:00-04:00,98.46719180603489,102.48564915063349,98.46719180603489,100.50135040283203,24623600,0.0,0.0
2025-03-17 00:00:00-04:00,100.77056534910432,104.15085590204963,100.67085326702764,102.814697265625,17095100,0.0,0.0
2025-03-18 00:00:00-04:00,101.60816521357175,103.01412309087547,100.00277556135465,101.42868041992188,18434100,0.0,0.0
2025-03-19 00:00:00-04:00,100.5312611921181,103.30329832999969,100.20220445365295,101.76770782470703,16633100,0.0,0.0
2025-03-20 00:00:00-04:00,101.28908567033817,104.39017951340206,101.05974102272081,102.70501708984375,29204400,0.0,0.0
2025-03-21 00:00:00-04:00,97.91875184818785,98.21789569026205,93.43163986233832,94.44872283935547,63239600,0.0,0.0
2025-03-24 00:00:00-04:00,95.82477812011257,98.13813357823078,95.05698666697388,96.6623764038086,35406600,0.0,0.0
2025-03-25 00:00:00-04:00,95.90455052281857,96.10397470005128,92.98294144184538,93.9102783203125,22191700,0.0,0.0
2025-03-26 00:00:00-04:00,95.72506155562638,96.36322802406033,90.70946840174182,91.86614227294922,27107200,0.0,0.0
2025-03-27 00:00:00-04:00,90.8291189546521,91.9459140670537,89.35336186393516,90.89892578125,15658700,0.0,0.0
2025-03-28 00:00:00-04:00,90.21089912462743,90.6296944373281,87.34911593941767,88.18671417236328,17118000,0.0,0.0
2025-03-31 00:00:00-04:00,85.86535369781978,86.95364347784661,83.96832691821525,86.75395965576172,21089500,0.115,0.0
2025-04-01 00:00:00-04:00,88.39139509200741,88.75083208084413,86.11496590767477,88.57111358642578,15337100,0.0,0.0
2025-04-02 00:00:00-04:00,86.99358112711121,89.78920032047343,86.56425405707594,88.4612808227539,14520400,0.0,0.0
2025-04-03 00:00:00-04:00,82.79017893736237,83.2195060357071,74.09381619410055,74.2236099243164,44839500,0.0,0.0
2025-04-04 00:00:00-04:00,70.53939149611752,71.22830604846833,63.76002104325296,64.6186752319336,50737700,0.0,0.0
2025-04-07 00:00:00-04:00,63.839893857201304,72.34655536125294,61.443653593984266,68.2629623413086,50181800,0.0,0.0
2025-04-08 00:00:00-04:00,71.48790337192942,72.85576127771321,63.42055519108392,65.43739318847656,40822100,0.0,0.0
2025-04-09 00:00:00-04:00,66.0963504513576,78.43699953869087,63.60026840289438,77.74808502197266,63132600,0.0,0.0
2025-04-10 00:00:00-04:00,72.38649165929141,72.9356336085142,67.39431982071959,69.9403305053711,44882300,0.0,0.0
2025-04-11 00:00:00-04:00,68.93190507705556,70.06013309526266,66.72536618523775,69.44110870361328,30807800,0.0,0.0
2025-04-14 00:00:00-04:00,74.55309283356678,74.66292122403672,69.86045432556814,70.90880584716797,32634700,0.0,0.0
2025-04-15 00:00:00-04:00,71.00865618101346,72.6860262519807,70.43954888644154,70.92877960205078,19132700,0.0,0.0
2025-04-16 00:00:00-04:00,67.8236487585379,70.33970008231522,67.06483648543526,69.2214584350586,28475000,0.0,0.0
2025-04-17 00:00:00-04:00,70.32972310195346,70.36966139291536,66.89510625373013,68.69229125976562,20694100,0.0,0.0
2025-04-21 00:00:00-04:00,67.65391296819256,67.89353507675406,65.54721590273849,66.63550567626953,19826100,0.0,0.0
2025-04-22 00:00:00-04:00,67.43425688294612,70.28977973206545,67.33441497148065,70.1000747680664,20351200,0.0,0.0
2025-04-23 00:00:00-04:00,73.57463103943381,75.28195289517515,72.38649170354347,72.8158187866211,26385500,0.0,0.0
2025-04-24 00:00:00-04:00,74.45324609242829,77.46851435291799,73.48476359423165,77.29878234863281,23875600,0.0,0.0
2025-04-25 00:00:00-04:00,77.42858602224098,80.17428045398782,76.77960217852001,79.65509033203125,19746200,0.0,0.0
2025-04-28 00:00:00-04:00,78.64667439942973,79.48536325717667,76.79957228143756,78.43700408935547,16882400,0.0,0.0
2025-04-29 00:00:00-04:00,77.81797386208649,78.06758244376631,76.3502741830172,76.75962829589844,17098000,0.0,0.0
2025-04-30 00:00:00-04:00,73.50474053995966,77.02921262225168,73.38492567412817,76.82952117919922,19779300,0.0,0.0
2025-05-01 00:00:00-04:00,79.27568427682924,79.76491494682934,77.51843779072085,77.64823150634766,15349200,0.0,0.0
2025-05-02 00:00:00-04:00,79.4554132956442,81.54213758557354,78.97616142041275,80.5936279296875,18899700,0.0,0.0
2025-05-05 00:00:00-04:00,79.28567704105883,81.02295071335296,78.92624005817731,80.2940902709961,12513600,0.0,0.0
2025-05-06 00:00:00-04:00,78.91625709988772,81.092844429953,78.41703989223467,80.38395690917969,13173800,0.0,0.0
2025-05-07 00:00:00-04:00,80.86319354353219,82.74025494261218,80.07442951566657,82.49064636230469,14889700,0.0,0.0
2025-05-08 00:00:00-04:00,84.11810060604182,86.07503117192218,83.22949457402089,85.01669311523438,17580500,0.0,0.0
2025-05-09 00:00:00-04:00,85.43602381399856,86.13492478575307,84.54741788528956,85.72557067871094,13017600,0.0,0.0
2025-05-12 00:00:00-04:00,92.6646903269742,94.05251347517692,91.80603616971139,92.1455078125,27765300,0.0,0.0
2025-05-13 00:00:00-04:00,92.40510420985451,97.25749586897034,92.40510420985451,96.77824401855469,28009100,0.0,0.0
2025-05-14 00:00:00-04:00,96.14923011455413,97.49711495182463,94.17232676709445,95.17076110839844,28044400,0.0,0.0
2025-05-15 00:00:00-04:00,93.8628121336995,95.46030551502085,92.02568903209297,95.30055236816406,24196100,0.0,0.0
2025-05-16 00:00:00-04:00,95.74985465764517,98.03627020862352,95.55016321932531,97.84656524658203,22609300,0.0,0.0
2025-05-19 00:00:00-04:00,95.56015257942236,98.86496790449166,95.55016610284262,98.49555206298828,14380100,0.0,0.0
2025-05-20 00:00:00-04:00,97.7666850243587,98.47557246468992,96.81817548443152,97.94640350341797,12331300,0.0,0.0
2025-05-21 00:00:00-04:00,97.00788975358707,98.66528689298006,95.11086287414092,95.68994903564453,15764300,0.0,0.0
2025-05-22 00:00:00-04:00,95.26061990435481,97.06778354379489,94.22224732169474,94.68152618408203,13245200,0.0,0.0
2025-05-23 00:00:00-04:00,92.11555320484555,93.69307365332189,90.78763372084038,93.22381591796875,16545000,0.0,0.0
2025-05-27 00:00:00-04:00,95.03097734139133,96.5485941315058,94.04252951350462,96.22909545898438,17612600,0.0,0.0
2025-05-28 00:00:00-04:00,96.54860147108437,97.05780513762298,95.45032517689211,96.0294189453125,10500300,0.0,0.0
2025-05-29 00:00:00-04:00,98.43564362758332,99.47401631544054,95.95953058668908,96.64845275878906,14628700,0.0,0.0
2025-05-30 00:00:00-04:00,95.88963905415322,96.45874634774587,92.0756200159209,94.3121109008789,23758200,0.0,0.0
2025-06-02 00:00:00-04:00,94.43192853315914,99.08462893289253,94.25221003426685,98.02629089355469,16850300,0.0,0.0
2025-06-03 00:00:00-04:00,98.20600339761323,102.7688480780937,96.80819378238374,102.08991241455078,22757600,0.0,0.0
2025-06-04 00:00:00-04:00,102.21970774713435,103.74731872724166,101.54077207290322,103.08834838867188,14595900,0.0,0.0
2025-06-05 00:00:00-04:00,106.13357503845278,108.85929656324282,105.3647763189328,106.12358856201172,28833700,0.0,0.0
2025-06-06 00:00:00-04:00,107.9107856880544,110.87613690743666,107.87084740021514,108.39002990722656,20710100,0.0,0.0
2025-06-09 00:00:00-04:00,109.33855057297555,112.35381903473086,108.41000629924018,110.77629089355469,20159700,0.0,0.0
2025-06-10 00:00:00-04:00,111.35538181906,114.74007365562761,111.05585608457721,113.96129608154297,22949400,0.0,0.0
2025-06-11 00:00:00-04:00,115.4190081951608,117.07641285614694,114.55037519441822,115.84833526611328,21614100,0.0,0.0
2025-06-12 00:00:00-04:00,113.93134902443164,116.29764127458876,113.34226877236767,115.99810791015625,17076500,0.0,0.0
2025-06-13 00:00:00-04:00,113.62182913466512,116.91665783387354,113.48204893868079,115.41900634765625,17453000,0.0,0.0
2025-06-16 00:00:00-04:00,117.62555366406015,120.77062353251387,117.1363229432851,119.65237426757812,21374100,0.0,0.0
2025-06-17 00:00:00-04:00,119.41274913896265,123.31663118238025,119.1631405464408,120.1515884399414,20837700,0.0,0.0
2025-06-18 00:00:00-04:00,120.27140113276576,122.78745996568087,119.9918407329862,121.6292724609375,20180000,0.0,0.0
2025-06-20 00:00:00-04:00,122.57777657843435,123.96560727389384,120.19151919293768,123.40647888183594,29290400,0.0,0.0
2025-06-23 00:00:00-04:00,123.4763772379737,124.31506607343566,119.62241994388955,121.88887023925781,23399200,0.0,0.0
2025-06-24 00:00:00-04:00,124.91412049485066,127.8994446466472,124.76435382083069,127.7097396850586,26420600,0.0,0.0
2025-06-25 00:00:00-04:00,126.41176864198704,127.30037456879681,125.42332080763276,127.05076599121094,39407000,0.0,0.0
2025-06-26 00:00:00-04:00,129.32720658750762,129.64671290819606,123.59619526553249,125.802734375,62678100,0.0,0.0
2025-06-27 00:00:00-04:00,124.94406904386838,127.3403129132735,123.19680899997185,124.56466674804688,36888600,0.0,0.0
2025-06-30 00:00:00-04:00,124.70444787272089,124.88416635470358,121.6592201550834,123.0570297241211,22799700,0.0,0.0
2025-07-01 00:00:00-04:00,122.15844262402794,123.79587436773315,118.8935656131199,120.70072937011719,24825800,0.0,0.0
2025-07-02 00:00:00-04:00,120.31134382066975,122.80742979205294,117.8751614750158,121.54940032958984,29303800,0.0,0.0
2025-07-03 00:00:00-04:00,122.13847954906467,123.43643967275925,121.6392623590014,122.09854125976562,13247900,0.0,0.0
2025-07-07 00:00:00-04:00,121.10416139540291,121.43395669915088,118.83558539988697,119.8449478149414,19148400,0.115,0.0
2025-07-08 00:00:00-04:00,122.3733642308781,125.3714867449016,121.87367714520752,124.34213256835938,26238200,0.0,0.0
2025-07-09 00:00:00-04:00,124.74188514537137,126.07105463790612,121.20409962463056,122.16349792480469,20464000,0.0,0.0
2025-07-10 00:00:00-04:00,124.20221727238443,124.2721731574098,121.94362957430577,123.03295135498047,15378400,0.0,0.0
2025-07-11 00:00:00-04:00,122.05356497460646,124.73188806259444,121.16412257081754,124.45206451416016,15820600,0.0,0.0
2025-07-14 00:00:00-04:00,120.30465546328094,120.36462309604092,116.94675776426533,118.5357666015625,32117700,0.0,0.0
2025-07-15 00:00:00-04:00,120.86431054952253,121.3140258612535,119.04544992545529,120.03482818603516,24958900,0.0,0.0
2025-07-16 00:00:00-04:00,118.95550320898236,119.01546321777867,114.73814309893108,116.35713195800781,30614800,0.0,0.0
2025-07-17 00:00:00-04:00,113.85869627671708,114.12852394016207,110.8805579794131,113.18911743164062,34702400,0.0,0.0
2025-07-18 00:00:00-04:00,114.16849750821441,114.7281522010101,113.20909926650398,114.31840515136719,19349900,0.0,0.0
